
T2174 023:255 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 023:367 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 023:477 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 023:572 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 023:696 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 023:792 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 023:900 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 024:010 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 37 (0000ms, 0924ms total)
T2174 024:135 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 024:245 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 024:357 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 024:467 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 024:577 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 024:686 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 024:798 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 024:908 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 025:019 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 025:130 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 37 (0000ms, 0924ms total)
T2174 025:240 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 025:349 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 025:459 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 025:570 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 025:666 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 025:776 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 025:884 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 025:995 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 026:105 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 37 (0000ms, 0924ms total)
T2174 026:214 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 026:324 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 026:434 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 026:545 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 026:656 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 026:768 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 026:880 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 026:990 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 027:101 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 027:211 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 37 (0000ms, 0924ms total)
T2174 027:320 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 027:430 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 027:525 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 027:634 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 027:758 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 027:885 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 027:976 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 028:086 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 028:195 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 37 (0000ms, 0924ms total)
T2174 028:303 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 028:413 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 028:523 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 028:632 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 028:741 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 028:852 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 028:961 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
